Name,Label
ඩී සොයිසා මනමැල්දුර පියදාස,POLN
ද සොයිසා රන්නුලු නන්දිමිත්‍ර ජී.,POLN
ද සොයිසා ස්ටැන්ලි,POLN
දෙහිවල ලියනගේ එඩ්වඩ් ගුණසේකර,POLN
දෙල්ලබඩ බටවලගේ අශෝක ජයවර්ධන,POLN
දෙළුන්ගහවත්ත විජේතුංග මුදියන්සේ රාළහාමිලාගේ සිරිසේන බණ්ඩාර,POLN
දේවනායගම් කනපතිපිල්ලේ විලියම්,POLN
දේවරාජ් පෙරියන්නන් පිල්ලේ,POLN
ඩිව් ගුණසේකර,POLN
ධර්මලිංගම් විශ්වනාදර්,POLN
ධර්මපාල කැන්දඋඩ ආරච්චිගේ,POLN
ධර්මරත්නම් සබාපතිපිල්ලේ,POLN
ධර්මවර්ධන වෙන්ඩකෝන් මුදියන්සේලාගේ සුජාතා කාන්තිමතී,POLN
ඩයස් දොන් වින්සන්ට්,POLN
දිඹුලේන් එඩ්මන්ඩ් බර්නාඩ්,POLN
දිනේන්ද්‍ර රුවන් විජේවර්ධන,POLN
දිනේෂ් චන්ද්‍ර රූපසිංහ ගුණවර්ධන,POLN
දිසානායක මුදියන්සේලාගේ ජයරත්න,POLN
දිසානායක විමලවීර,POLN
දිසානායක බර්ටි ප්‍රේමලාල්,POLN
දිසානායක දිසානායක මුදියන්සේලාගේ ඇන්ඩෘ,POLN
දිසානායක දිසානායක වන්නෝකුරලලාගේ අමර භද්‍ර,POLN
දිසානායක හෙන්රි විලියම්,POLN
දිසානායක ජයසිංහ මුහන්දිරම් ඩොනල්ඩ්,POLN
දිසානායක ලලිත්චන්ද්‍ර බුද්ධිසිරි,POLN
දිසානායක ලයනල් ගාමිණී,POLN
දිසානායක මුදියන්සේගේ සුද්දහාමි,POLN
දිසානායක පුංචි බණ්ඩා,POLN
දිසානායක උපාලි නවරත්න බණ්ඩාර,POLN
දිසානායක වීරසූරිය දිසානායක මුදියන්සේලාගේ පුංචි බණ්ඩා,POLN
දොඩම්ගොඩ දිනේෂ් දුෂ්‍යන්ත,POLN
දොඩම්ගොඩගේ දොන් විජේපාල වික්‍රමරත්න,POLN
දොන් චන්දිම ගමගේ,POLN
ඩග්ලස් දේවානන්ද,POLN
ඩ්‍රහමන් මොහොමඩ් පර්විස්,POLN
දුමින්ද දිසානායක,POLN
දුනේෂ් ගන්කන්ද,POLN
දුනුතිලක මුදියන්සේලාගේ රේණුකා මැණිකේ හේරත්,POLN
දුනුවිල්ලේ ටිකිරිබණ්ඩා හරින්ද්‍රනාත්,POLN
දුරෙයිස්වාමි වයිටියලිංගම්,POLN
දොරේඅප්පා ඇල්ෆ්‍රඩ් තංගරාජා,POLN
අර්ල් සරත් වික්‍රමසිංහ ගුණසේකර,POLN
ඊස්වරපතම් සරවනපවන්,POLN
ඊබ්‍රහිම් මීරක්කුඩි මොහොමඩ්,POLN
එදිරිසූරිය චාල්ස් ෆ්‍රැන්සිස් වර්ණකුල,POLN
එදිරිසූරිය ටෙනිසන්,POLN
එදිරිවීර මධුරපාල,POLN
ඒකනායක ටී.බී.,POLN
ඒකනායක විල්ප්‍රඩ් බණ්ඩාර,POLN
ඒකනායක අප්පුහාමිගේ ඩිංගිරි බණ්ඩා,POLN
ඒකනායක ඒකනායක මුදියන්සේලාගේ හේරත් බණ්ඩා,POLN
ඒකනායක ඒකනායක මුදියන්සේලාගේ රන් බණ්ඩා,POLN
ඒකනායක ඒකනායක මුදියන්සේලාගේ සුදු බණ්ඩාර,POLN
ඒකනායක කරප්පේරු විජේතුංග රාජපක්ෂ මුදියන්සේලේ,POLN
එල්ලාවල නාලන්ද සම්පත්,POLN
එල්ලාවල නන්දා සිඩ්නි,POLN
එල්ලාවල සුරංගනී,POLN
එරාන් වික්‍රමරත්න,POLN
එරන්ජන් නවීන් දිසානායක,POLN
එතිර්මනසිංහම් සෝමසුන්දරම් උදයාර්,POLN
ෆරීඩ් රාසික්,POLN
ෆාරුක් උනුස් ලෙබ්බේ මොහොමඩ්,POLN
ෆීලික්ස් පෙරේරා,POLN
සාමාජිකයින්-ගෝර්ඩන් අබ්ඩි,POLN
ෆෙරියල් ඉස්මයිල් අෂ්රොෆ්,POLN
ප්‍රනාන්දු ඇන්ඩිගේ ජිනදාස,POLN
ප්‍රනාන්දු ඇලබඩගේ නිමල් උපතිස්ස,POLN
ප්‍රනාන්දු හෙක්ටර් හයිරොනිමස්,POLN
ප්‍රනාන්දු කච්චකඩුගේ ගොඩ්ෆ්‍රි ජෝශප්,POLN
ප්‍රනාන්දු මෙරෙනගේ මොරිස් රස්කින්,POLN
ප්‍රනාන්දු මිහිඳුකුලසූරිය ජූලියන් ජෝශප්,POLN
ප්‍රනාන්දු නිකලස් ඩෙන්සිල්,POLN
ප්‍රනාන්දු සිරික්කත්තුගේ නෙවිල් ආතර්,POLN
ප්‍රනාන්දු තන්තුලගේ විලියම්,POLN
ප්‍රනාන්දු තෝමස් ක්වින්ටින්,POLN
ප්‍රනාන්දු ටිරෝන් ලයිල් ඩෙලානෝ,POLN
ප්‍රනාන්දු වර්ණකුලසූරිය ඉච්චම්පුල්ලිගේ හියු,POLN
ප්‍රනාන්දු වර්ණකුලසූරිය තෙරේස් ඉවෝන් ශ්‍රියානි,POLN
ප්‍රනාන්දු වරුෂාහැන්නදිගේ ලියෝ,POLN
ප්‍රනාන්දු වත්තගේ ඉතාලිස්,POLN
ප්‍රනාන්දු වීරහැන්නදිගේ තියඩෝර් විල්ෆ්‍රඩ් මෙරිල්,POLN
ප්‍රනාන්දුපුල්ලේ කැනීසියස් ජෙයරාජ්,POLN
ෆීල්ඩ් මාර්ෂල් සරත් ෆොන්සේකා,POLN
ෆොන්සේකා ගාමිණී,POLN
ෆොන්සේකා ගම්පොලගේ පත්මින්,POLN
ෆොන්සේකා හේවාෆොන්සේකාගේ ඔගස්ටිනු,POLN
ෆොන්සේකා වන්නිආරච්චිගේ මාර්ටිනස් බිබිලේ,POLN
ෆෝබ්ස් ඔස්වල්ඩ් බොයිඩ් (කර්නල්),POLN
ෆ්‍රැන්සිස්කු තෝමරත්න දොන්,POLN
ෆ්‍රීමන් හර්බට් රේනර්,POLN
ගද්දුම් රෙජිනෝල්ඩ් පර්සි,POLN
ගජධීර විදානේආරච්චිගේ චන්ද්‍රසිරි බෑන් කරයි,POLN
ගලප්පත්ති ජස්ටින්,POLN
ගලප්පත්ති අහංගම පොල්වත්තේ චන්ද්‍රදාස,POLN
ගලප්පත්ති පීටර් සිල්වා ලොකු,POLN
ගමගේ ලාල් ධර්මප්‍රිය,POLN
ගමලත් සිරිපාල,POLN
ගමමැදලියනගේ ජෝශප් ලලිත් නියෝමාල් පෙරේරා,POLN
ගාමිණී ජයවික්‍රම,POLN
ගාමිණී කුලවංශ ලොකුගේ,POLN
ගාමිණී ලක්ෂ්මන් පීරිස්,POLN
ගාමිණී වලේබොඩ,POLN
ගනේෂන් ප්‍රභා,POLN
ගනේෂලිංගම් පූපාලපිල්ලේ,POLN
ගනේෂමූර්ති සෝමසුන්තරම්,POLN
ගන්කන්ද මුහන්දිරමලාගේ චන්ද්‍රසේකර,POLN
ගයාෂාන් නවානන්ද,POLN
ගීතා සමන්මලී කුමාරසිංහ,POLN
ගෙවිඳු කුමාරතුංග,POLN
ඝානි යූ.එල්.එම්. හනීෆා මාතුර්,POLN
ගීතාංජන රූපසිංහ ගුණවර්ධන,POLN
ඥානමුත්තු ක්‍රිෂ්ණපිල්ලෙයි,POLN
ඥානමුත්තු ජෝසප් අයිසැක්,POLN
ගොඩගේ සිරිමෙවන්,POLN
ගුණරත්න කොඩිතුවක්කු දොන්,POLN
ගුණසිංහ ඇලෙක්සැන්ඩර් ඒකනායක,POLN
ගුණවර්ධන ගනේගම ලියනගේ සරත්,POLN
ගුණවර්ධන ලෙස්ලි සයිමන්,POLN
ගුණරත්න ක්ලෙමන්ට් වික්ටර්,POLN
ගුණසේකර දොන් සැමුවෙල්,POLN
ගුණසේකර හෙන්රි අබේවික්‍රම,POLN
ගුණවර්ධන පරාක්‍රම බන්දුල,POLN
ගුණවර්ධන චොල්මන්ඩ්ලි ද ෆොන්සේකා,POLN
ගුණවර්ධන වයලට් විවියන්,POLN
ගොපල්ලව මොයිත්‍ර චූඩබණ්ඩා,POLN
ගොපල්ලව විජේසුන්දර වික්‍රමසිංහ පණ්ඩිතරත්න වාසල මුදියන්සේ රාළහාමිලලාගේ අනුර,POLN
Gratiae Edward Fredrick Noel,POLN
ග්‍රිෆිත් ෆ්‍රැන්සිස් හන්ට්ලි,POLN
ගුණරත්න ජෝන් සරත්චන්ද්‍ර,POLN
ගුණරත්න කළුපතිරන්නැහැලගේ දොන් උපාලි,POLN
ගුණසීලන් අලහිපොඩි,POLN
ගුණසේකරම් මාර්කණ්ඩු ෂංගර්,POLN
ගුණසේකර ඩැනියෙල් ඩයස්,POLN
ගුණසේකර දිසානායක මුදියන්සේලාගේ,POLN
ගුණසේකර ගමගේ දොන් ප්‍රේමරත්න,POLN
ගුණසේකර හඳපාන්ගොඩ මුදලිගේ චන්ද්‍රපාල,POLN
ගුණසේකර ජයලත්ගේ ඥානසේකර,POLN
ගුණසේකර කේසරලාල්,POLN
ගුණසේකර ලයනල් ද සිල්වා අබේවීර,POLN
ගුණසේකර මහේන්,POLN
ගුණසේකර ප්‍රින්ස්,POLN
ගුණසේකර රණසිංහ හෙට්ටිආරච්චිගේ ටියුඩර් එඩ්වඩ් ආර්.,POLN
ගුණසේකර රත්නායක මුදියන්සේලාගේ,POLN
ගුණසේකර සෙනරත් ගුණසේකර විදානේරලාලාගේ බෙනට් ඩයස්,POLN
ගුණසේකර සුනීතා ලක්ෂ්මන්,POLN
ගුණසිංහ කළුආරච්චිගේ නන්දදාස,POLN
ගුණතිලක රාජපක්ෂ,POLN
ගුණතිලක මෙත්සියගේ දොන් ආරියපාල,POLN
ගුණතිලක ඩී.නන්දන,POLN
ගුණවර්ධන චන්ද්‍රකුමාර විජය,POLN
ගුණවර්ධන නානවීර අප්පුහාමිලාගේ ලෙස්ලි හර්බට්,POLN
ගුණවර්ධන අමර ඉන්දික රූපසිංහ,POLN
ගුණවර්ධන බමුණු ආරච්චි පතිරන්නැහැලගේ ලයනල්,POLN
ගුණවර්ධන දොන් බෙන්ජමින් රූපසිංහ,POLN
ගුණවර්ධන දොන් පිලිප් රූපසිංහ,POLN
ගුණවර්ධන කුසුමසිරි,POLN
ගුණවර්ධන රත්නකීර්ති සෙනරත් සේරසිංහ,POLN
එච්.එම්.එම්.හැරීස්,POLN
එච්.නන්දසේන,POLN
එච්.ආර්. මිත්‍රපාල,POLN
එච්.එම්. පියල් නිශාන්ත ද සිල්වා,POLN
එච්.ආර්.එස්. දුෂ්මන්ත,POLN
හෆ්රත් අහමඩ් ලෙබ්බේ මොහොමඩ්,POLN
හල්කන්දලිය ලේකමලාගේ ප්‍රේමලාල් ජයසේකර,POLN
හමීඩ් අබ්දුල් කාදර් ෂාහුල්,POLN
හපන්ගම අනුර ප්‍රදීප්,POLN
හපු ආරච්චිගේ කෝසල නුවන් ජයවීර,POLN
හපුතන්ත්‍රී ගමගේ සාගර කාරියවසම්,POLN
හරිස්චන්ද්‍ර මුරමුදලි ආරච්චිලාගේ පියදාස,POLN
හීන් බණ්ඩාර බමුණුසිංහ ආරච්චිගේ,POLN
හේමචන්ද්‍ර කල්‍යාණරත්න,POLN
හේමකුමාර වික්‍රමතිලක නානායක්කාර,POLN
හේමාල් ගුණසේකර,POLN
හේනගොඩ විතානච්චිගේ තිලකරත්න,POLN
හේරත් මුදියන්සේලාගේ චරිත හේරත්,POLN
හේරත් මුදියන්සේලාගේ ලකී දිසානායක ජයවර්ධන,POLN
හේරත් රාලලාගේ ජයතිලක පොඩිනිලමේ,POLN
හේරත් ගනේ ආරච්චිලාගේ මහීපාල,POLN
හේරත් හේරත් මුදියන්සේලාගේ ඩිංගිරි බණ්ඩා,POLN
හේරත් හේරත් මුදියන්සේලාගේ නන්දසේන,POLN
හේරත් හේරත් මුදියන්සේලාගේ තිලකරත්න බණ්ඩා,POLN
හේරත් ජේම්ස් එඩ්වඩ් හැරල්ඩ්,POLN
හේරත් කළුකුමාර වන්නිනායක රංගේ බණ්ඩාරලාගේ කවිසේන,POLN
හේරත් කිරින්දේ මුදියන්සේලාගේ නිමල්,POLN
හේරත් මෛත්‍රීපාල,POLN
හේරත් සිරිසේන බණ්ඩාර,POLN
හේරත් සිවුරත්න යාපබණ්ඩාර සේමසිංහ බණ්ඩාර (ආචාර්ය),POLN
හේරත් ටිකිරි බණ්ඩා මුදියන්සේලාගේ,POLN
හේරත් වන්නිහාමි යසපාල,POLN
හෙට්ටිආරච්චි දොන් ෆ්‍රෑන්ක්,POLN
හෙට්ටිආරච්චි ඉන්ද්‍රදාස,POLN
හෙට්ටිගේ සිරිසේන,POLN
හේවා ගජමන් පත්තිනිගේ නෙල්සන්,POLN
හේවාවිතාරණ නීල්,POLN
හේවාවිතාරණ රාජා,POLN
හිරුණිකා එරංජලී ප්‍රේමචන්ද්‍ර,POLN
හන්ටර් ලුවී ලුෂන්,POLN
හුරුල්ලේ එඩ්වින් ලොකු බණ්ඩාර,POLN
හුරුල්ලේ තේමිය ලොකු බණ්ඩාර,POLN
Hussain Ahamed Bhaila,POLN
ඊබ්‍රාහිම් මුහම්මදු මුහම්මදු මන්සූර්,POLN
ඉදිප්පුලි ආරච්චිගේ දොන් චන්ද්‍රසේන වීරසේකර,POLN
ඉහල මැදගම ගමගේ පියසේන,POLN
ඉහලක් කංකානමලගේ මහින්ද රත්නතිලක,POLN
ඉලංගකෝන් ක්‍රිස්ටෝෆල් පානිනී,POLN
ඉලංගරත්න තමරා කුමාරි,POLN
ඉලංගරත්න ටිකිරි බණ්ඩාර,POLN
ඉලංගතිලක ජෝන් හර්බට්,POLN
ඉලියාස් ඉඩ්රූස් මොහොමඩ්,POLN
ඉමාන් රසින් මොහොමඩ්,POLN
ඉඹුලාන ප්‍රේම චන්ද්‍ර,POLN
ඉමිටියාස් බාකීර් මාකර්,POLN
ඉන්දික අනුරුද්ධ හේරත්,POLN
ඉන්දික බණ්ඩාරනායක,POLN
ඊරියගොල්ල ඉමිය මුදියන්සේලාගේ රෆායෙල් අභයවංශ,POLN
ඉරුතයනදන් චාල්ස් නිර්මලනාදන්,POLN
ඉෂාක් මොහොමඩ් හලීම්,POLN
ඉස්මයිල් මොහොමඩ් කුද්දස්,POLN
ඉස්මයිල් හමීඩ් හුසේන් ෂෙයික්,POLN
ඉසුරු දොඩංගොඩ,POLN
අයියෝබ් මරිකාර් නාගූරන්,POLN
ජේ.ඒ. මේරි ලුසිඩා,POLN
ජේ.ආර්.පී. සූරියප්පෙරුම,POLN
ජබ්බාර් කුඩූස් ඛාන් අබ්දුල්,POLN
Jafferjee Saiffudeen Ibrahim,POLN
ජගත් කුමාර සුමිත්‍රආරච්චි,POLN
ජගත් පුෂ්පකුමාර,POLN
ජගත්සේන මාදුව හේවා කුසුමචන්ද්‍ර,POLN
ජලල්ඩීන් මොහොමඩ් අලියාර් මොහොමඩ්,POLN
ජනදාස පීරිස්,POLN
ජනක බණ්ඩාර තෙන්නකෝන්,POLN
ජානක වක්කුඹුර,POLN
ජයා තුවාන් බ්‍රහනුදීන්,POLN
ජයකොඩි ජයකොඩි ආරච්චිගේ දොන් සුනිල් රන්ජන්,POLN
ජයකොඩි ජයකොඩි ආරච්චිගේ ලක්ෂ්මන්,POLN
ජයකොඩි කමලවර්ණ කුමාරසිංහ,POLN
ජයකොඩි පර්සි චන්ද්‍රසෝම,POLN
ජයලත් ජයවර්ධන,POLN
ජයමහ ජයමහ මුදලිගේ දොන් හෙන්රි නිකලස්,POLN
ජයම්පති වික්‍රමරත්න,POLN
ජයන්ත ජයවීර,POLN
ජයන්ත වීරසිංහ,POLN
ජයරත්න හේරත්,POLN
ජයරත්න සිල්වා දැඩිමුණි රොබට්,POLN
ජයසේන ලොකු බාලසූරියගේ,POLN
ජයසිංහ විජයමුණිදේවගේ අතුල නිමල්සිරි,POLN
ජයසිංහ බණ්ඩාර,POLN
ජයසිංහ මුදියන්සේලාගේ ජානක ප්‍රියන්ත බණ්ඩාර,POLN
ජයසිංහ අප්පුහාමිලාගේ ආරියවංශ එල්ලක්කල,POLN
ජයසිංහ ධර්මදේව,POLN
ජයසිංහ ඩොනල්ඩ් ෂෙල්ටන්,POLN
ජයසිංහ නානායක්කාර අටුළුගමගේ ස්ටීවන් ද සිල්වා,POLN
ජයසිංහ යකුපිටියේ ගුණතිලක,POLN
ජයසූරිය ඇලෙක්සැන්ඩර් පෙරේරා,POLN
ජයසුන්දර මුදියන්සේලාගේ ආනන්ද කුමාරසිරි,POLN
ජයසුන්දර ජේ.එම්.එම්.ඩබ්ලිව්. ලොකු බණ්ඩා,POLN
ජයසුන්දර ටිකිරි බණ්ඩා,POLN
ජයසුන්දර විල්ෆ්‍රඩ් හෙක්ටර් ද සිල්වා,POLN
ජයසූරිය ආරච්චිගේ දොන් තොරණ (ගේට් මුදලියාර්),POLN
ජයසූරිය බර්නාඩ්,POLN
ජයසූරිය බොනී,POLN
ජයසූරිය ගාමණී නන්ද,POLN
ජයතිලක දොන් බාරොන් (සර්),POLN
ජයතිලක රොබට් එඩ්වඩ්,POLN
ජයතිලක ජයතිලක හිටිහාමි අප්පුහාමිලාගේ ආරියරත්න,POLN
ජයතිලක ලයනල්,POLN
ජයවර්ධන තියඩෝර් ගොඩ්ෆ්‍රි (කර්නල්),POLN
ජයවර්ධන මහබලගේ දොන් හෙන්රි,POLN
ජයවර්ධන අත්තනායක මුදියන්සේලාගේ,POLN
ජයවර්ධන පෝලිස් පීරිස්,POLN
ජයවර්ධන වින්සන්ට්,POLN
ජයවික්‍රම දුනුවිල් හර්බට්,POLN
ජයවික්‍රම වෝල්ටර් ජෙෆ්රි මොන්ටේග්,POLN
ජයවර්ධන මොහාන්දිරංගේ දොන් සයිමන්,POLN
ජයවර්ධන ජූනියස් රිචඩ්,POLN
ජයවර්ධන තියඩෝර් ෆෙඩ්රික්,POLN
ජීවන් කුමාරතුංග,POLN
ජෙයක්කොඩි කන්දප්පා,POLN
ජිනදාස අදිකාරි මුදියන්සේලාගේ,POLN
ජිනදාස පිලානේ ලොකුගේ,POLN
ජිනදාස සූරියසේන,POLN
ජිනදාස උඩගම පහළ යමනලෙගෙදර,POLN
ජිනදාස විදාන ගමගේ,POLN
ජිනසේන ලංකාබරනගේ බෝපාල් සුධීර,POLN
ජෝන් සෙනෙවිරත්න,POLN
ජොන්ස්ටන් ප්‍රනාන්දු,POLN
ජොන්ක්ලාස් වර්නන්,POLN
ජෝශප් මයිකල් පෙරේරා,POLN
ජෝසප් පරරාජසිංහම්,POLN
ජෝතිපාල මද්දුම පටබැඳිගේ,POLN
K. P. S. කුමාරසිරි,POLN
කච්චකඩුගේ නලින් රුවන්ජිව ප්‍රනාන්දු,POLN
Kadramer Robert Bruce,POLN
කෛලායපිල්ලේ වේලාවුතන්,POLN
කලඳුගොඩ කංකානම්ගේ පියදාස,POLN
Kaleel Mohamed Cassim Mohamed,POLN
කළුගල්ල ඉඩම්පිටියේ රැල්ලගේ පුංචි බණ්ඩා ගුණතිලක,POLN
කමලා රණතුංග,POLN
කමර්ඩීන් අබ්දුල් බයිස්,POLN
කනගරත්නම් කන්දයියා,POLN
කනගසබායි තන්මන්පිල්ලේ,POLN
කනහරාජ් කනපති,POLN
කනක හේරත්,POLN
කාංචන විජේසේකර,POLN
කන්දයියා පොන්නම්බලම්,POLN
කන්දයියා වේලුපිල්ලේ අම්බලවානර්,POLN
කන්නන්ගර චාල්ස් නිශ්ශංක,POLN
කන්නන්ගර ක්‍රිස්ටෝපර් විලියම් විජේකෝන් (ආචාර්ය),POLN
කන්නන්ගර දොන් ක්‍රිස්ටෝපර් විජේසිංහ,POLN
කන්නන්ගර අයිරින් විමලා (මිය),POLN
කන්නන්ගර රිචඩ් චාල්ස්,POLN
කපුකොටුව ගාමිණී තිස්ස,POLN
කරලියද්ද විජේරත්න ටිකිරි බණ්ඩා,POLN
කරල්ලියද්ද සෙනෙවිරත්න බණ්ඩා,POLN
කාරියප්පර් මොහොමඩ් ඉබ්‍රාලෙබ්බේ මුහම්මද් සම්සුදීන්,POLN
කාරියවසම් දෙවරකෝට්ටේගේ මෙරිල් විජේසේන,POLN
කාරියවසම් හපුතන්ත්‍රී ගමගේ ඇල්බට්,POLN
කාරියවසම් හපුතන්ත්‍රී ගමගේ නොයෙල් පද්මසිරි,POLN
කරු ජයසූරිය,POLN
කරුණාදාස කොඩිතුවක්කු,POLN
කරුණානායක කමල්,POLN
කරුණාරත්න පරණවිතානගේ,POLN
කරුණාරත්න අමරකෝන් චන්ද්‍ර,POLN
කරුණාරත්න චන්ද්‍රතිලක,POLN
කරුණාරත්න මහාමායා සමන්ත දෙව්,POLN
කරුණාරත්න මෙනේරිපිටිය අප්පුහාමිලාගේ දොන් ඩේවිඩ්,POLN
කරුණාරත්න නුවරපක්ෂ හේවායලාගේ අශෝක මහානාම,POLN
කරුණාරත්න රණවක ආරච්චිගේ තිලක් මහේන්ද්‍ර ජයතිලක,POLN
කරුණාරත්න රත්නායක මුදියන්සේලාගේ,POLN
කරුණාරත්න වෙලේ තන්තිරි ගුරුන්නාන්සේලාගේ,POLN
කරුණාරත්න වනසිංහ මුදියන්සේලාගේ,POLN
කරුණාසේන වන්නි ආරච්චිගේ,POLN
කරුණාතිලක ලොකුගමගේ රූපසේන,POLN
කරුණාතිලක නිමල්,POLN
කරුප්පයියා වේලායුදම්,POLN
කතිරවේලුපිල්ලේ සිවසුබ්‍රමනියම්,POLN
කත්‍රිආරච්චි චන්දන,POLN
කවිරත්න රත්නායක මුදියන්සේලාගේ පුංචි බණ්ඩා,POLN
කීර්තිරත්න ඩබ්ලිව් කේ එම් සරත් විජිතකුමාර,POLN
කීර්තිරත්න නුවරපක්ෂ හේවායාලේ,POLN
කෙහෙළිය රඹුක්වැල්ල,POLN
කැටගොඩ ගමගේ ජයන්ත පෙරේරා,POLN
කෙනමන් පීටර් ජෙරල්ඩ් බර්තොලමියස්,POLN
කිඩිනන් සිවනේසන්,POLN
කිංස්ලි ආරියරත්නම් රසනායගම්,POLN
කිරිබණ්ඩා කෝනාර මුදියන්සේලාගේ වත්තේගෙදර,POLN
කිරිඇල්ල ආතර් එමානුවෙල් බණ්ඩාර,POLN
කිරිඇල්ල ලෙනාඩ් පෙන්රින් බණ්ඩාර (ආචාර්ය),POLN
කිතුලගොඩ ජිනදාස,POLN
කොබ්බෑකඩුව හෙක්ටර් සෙනරත් රාජකරුණා බණ්ඩා,POLN
කෝච් රොස්ලින්,POLN
කොඩිතුවක්කු ආරච්චිගේ කරුණාසේන,POLN
කෝකිලා හර්ෂනී ගුණවර්ධන,POLN
කොණ්ඩගමගේ මොහාන් ලාල් ග්‍රේරු,POLN
කෝන්ගහගේ උපාලි සරත්,POLN
කොතලාවල දොන් හෙන්රි (සර්),POLN
කොතලාවල ජෝර්ජ්,POLN
කොතලාවල ග්ලැඩ්වින් කොන්රාඩ් හර්මන්,POLN
කොතලාවල ජේම්ස් කොර්නේලියස් තෝමස්,POLN
කොතලාවල ජෝන් ලයනල් (ජනරාල් ආර්. ගරු සර්),POLN
කෝවින්දන් කරුණාකරම්,POLN
කුගේන්ද්‍රන් කාර්තිකේසු වෙළුම්මයිලුම් (ජෙගන්),POLN
කුලප්පු ආරච්චිගේ දොන් ධම්මික පෙරේරා,POLN
කුලරත්න කඩුකන්නගේ ආනන්ද,POLN
කුලරත්න හිරිපිටියගේ,POLN
කුලරත්න මර්වින්,POLN
කුලරත්න පැට්‍රික් ද සිල්වා,POLN
කුලසිංහම් තිලීපන්,POLN
කුලතුංග දිසානායක මුදියන්සේලාගේ චන්ද්‍රානි ඔෆීලිය බණ්ඩාර,POLN
කුලතිලක අත්තරගමගේ රාජපක්ෂ,POLN
කුලතිලක සේමගේ සල්මන්,POLN
කුමාර වෙල්ගම,POLN
කුමාරදාස ජයසුන්දර මුදියන්සේලාගේ,POLN
කුමාරගේ දොන් රංජිත් නන්දා,POLN
කුමාරසිංහ ශ්‍රීනාත් ලාලක,POLN
කුමාරසිරි රත්නායක,POLN
කුමාරසිරි ප්‍රේමලාල්,POLN
කුමාරසුරියර් චෙල්ලයියා,POLN
කුමාරස්වාමි වේලුපිල්ලේ,POLN
කුමාරතුංග චන්ද්‍රිකා බණ්ඩාරනායක,POLN
කුමාරවේලු කරුප්පයියා,POLN
කුරුකුලරත්න දළුවත්ත හේවා බුද්ධික සරත්,POLN
කුරුප්පු ජයවීර,POLN
කුරුප්පුආරච්චි කුරුප්පුආරච්චිලාගේ විල්සන්,POLN
එල් කේ ජගත් ප්‍රියංකර,POLN
එල්.ජී. වසන්ත පියතිස්ස,POLN
ලක්ෂ්මන් ආනන්ද විජේමාන්න,POLN
ලක්ෂ්මන් කදිරගාමර්,POLN
ලක්ෂ්මන් කිරිඇල්ල,POLN
ලක්ෂ්මන් පින්තු ජයතිලක සෙනෙවිරත්න,POLN
ලක්ෂ්මන් යාපා අබේවර්ධන,POLN
ලලිත් දිසානායක,POLN
ලලිත් එල්ලාවල,POLN
ලීලාරත්න හෙට්ටිආරච්චිගේ දොන් ලූටස්,POLN
ලෙනව වනසිංහ රාජපක්ෂ සේනානායක සෙනෙවිරත්න බණ්ඩාර,POLN
ලෙනෝරා රොබෝලේජ් බාන්ස් (ආචාර්ය),POLN
ලියෝ අකුරුද්දලියනගේ දොන් ජෝන් ලාසරස්,POLN
ලියනගේ හීන්මහත්මය උඩගම,POLN
ලොහාන් රත්වත්තේ,POLN
ලොකුබණ්ඩා හේරත් මුදියන්සේලාගේ ආරියවර්ධනගේ,POLN
ලොකුබණ්ඩාර විජේසිංහ ජයවීර මුදියන්සේලාගේ,POLN
ලයි බාබා සිහියේරේ,POLN
එම්.ජී වීරසේන,POLN
එම්.නන්දිමිත්‍ර ඒකනායක,POLN
එම්. එස්. තව්ෆීක්,POLN
එම්. ඩබ්ලිව්. ඩි. සහන් ප්‍රදීප් විතාන,POLN
එම්.බී. මොහිදීන් අබ්දුල් කාදර්,POLN
එම්.එම්. පේමසිරි මානගේ,POLN
මඩවල ගොඩ්ෆ්‍රි එඩ්වඩ්,POLN
මධුර විතානගේ,POLN
මහාදේව අරුණාචලම් (සර්),POLN
මහදිඋල්වැව සෙනෙවිරත්න හේරත්,POLN
මහලේකම් මහලේකම් මුදියන්සේලාගේ තිලකරත්න බණ්ඩාර,POLN
මහාලිංගම් කනගලිංගම් ශිවාජිලිංගම්,POLN
මහරුෆ් මොහොමඩ් එහුත්තාර් හඩ්ජියාර්,POLN
මහරුෆ් මොහොමඩ් ෂාම්,POLN
මහේෂ්වරන් විජයකලා,POLN
මහේෂ්වරන් ත්‍යාගරාජා,POLN
මහීපාල හේරත්,POLN
මහින්ද බුද්ධදාස සමරසිංහ,POLN
මහින්ද රාජපක්ෂ,POLN
මහින්ද විජේසේකර,POLN
මහින්ද යාපා අබේවර්ධන,POLN
මහින්දසෝම ගමගේ දොන්,POLN
මහමුද් බදියුදීන් (ආචාර්ය අල් හජ්),POLN
මයිල්වාගනම් උදයකුමාර්,POLN
මෛත්‍රීපාල සිරිසේන,POLN
මජීඩ් මීරාසාහිබු,POLN
මේජර් සුදර්ශන දෙනිපිටිය,POLN
මාලනී ෆොන්සේකා,POLN
මලවාරආරච්චි දොන් එඩ්වින්,POLN
මාලිගස්පේ කෝරළේ නලින් මනුෂ නානායක්කාර,POLN
මලික් සමරවික්‍රම,POLN
මලිත් ජයතිලක,POLN
මල්ලිකා ලක්ෂ්මි ද මෙල්,POLN
මල්ලිමාරච්චි වීරසිංහ,POLN
