Index,Sinhala Comment
108,නඩු පවරන්න කාලය ගත්තට කමක් නෑ හැබැයි කකුලෙන් අදින නීතිපති තාම තියාගෙන ඉන්න එක නම් ප්රශ්නයක් හැමෝටම
109,නලින් සුපිරි
110,මේ රොෂාන් කියන්නේ පැහැදිලිවම ටෙලිෆෝන් එක නියෝජනය කරන නිවේදකයෙක් ඒක මේ සාකච්ඡාවේදීම ඔප්පු වෙන කාරණයක් සාකච්ඡාවේ පළාත් පාලන ආයතන බලය පිහිටුවීම පිළිබඳ කතා කරන වෙලාවේ ඔහු කියනවා දැන් ආණ්ඩුව අපේ විපක්ෂ කණ්ඩායම් සහ ස්වාධීන කණ්ඩායම් සමඟ කතා කරන්න පටන් අරන් කියල රොෂාන්ට අපේ කියල කියවෙන්නේ නිකන් නෙමෙයි ඒ තමයි බොක්කෙ තියෙන දේශපාලනය අනිත් එක නලින්දට ඇයි හරියටම අහන්න බැරි පාස්කු ප්රහාරයේ මහමොලකරු පහුගිය විසිඑක්වැනිදා එළියට දානවා කියලා අනුර කිව්වෙ කොහෙදිද කියලා අහන්න අනුර එහෙම කිව්වේ නෑ හැබැයි අනුර කිව්වා ඒ වෙනකොට මීට ආසන්න සැලකිය යුතු හෙළිදරව් කිරීමක් කරගන්න පුළුවන් වෙයි කියලා නමුත් ඒ අතරේ තමයි පිල්ලෙයාන් අත්අඩංගුවට අරගෙන ඒ ඔස්සේ අලුත් දිශාවකට පරීක්ෂණ මෙහෙයවන්න සිද්ධ වුනේ ඒ පරීක්ෂණ සම්බන්ධයෙන් එළිදරව් කරන්න බැහැ එහෙම එළිදරව් කරොත් බොහෝ අපරාධකරුවන් මේ ප්රශ්නෙට අදාළ අය හැංගෙනවා අනිත් එක තමයි රොෂාන් ඇයි බටලන්ද කොමිෂන් වාර්තාව පාර්ලිමේන්තුවට දාපු එක මාර ප්රශ්නයක් කරගෙන දඟලන්නේ ඒක දාන්න කියලා අභියෝග කරේ රනිල් වික්රමසිංහ ජාත්යන්තර මාධ්යය ඉස්සරහ ඒ අභියෝගය කරේ රොෂාන් මහත්තයාට ගොඩක් රිදිලා මේ ඒක පාර්ලිමේන්තුවට දැම්මට
111,ලොන්ත නලින්ද පුගෙ දොස්තරය
112,නලින්ද
113,රොෂාන් ඔයා චව් චව් වගේනෙ පුදුම අඬෝවැඩියාවක්
114,රටේ කිසි දෙයක් විකුණන් කෑවේ නෑ වෙන ආණ්ඩුවක් පත් උනා නම් අර විකුණන්න දාල තිබුණු හැමදේම විකුණලා මිනිස්සුන්ට කාලා දීලා චූන් එකේ තියයි මදි තමයි හැබැයි කරන් යන වැඩ පිළිවෙළ හොදයි දැනට
115,මෙ රොසාන් කියන්නෙ පට්ට රනියා
116,සුරංගඅශොක ඩයස් සුපිරිමෙ හාල් පාරුවා විපක්ෂයට කඩෙ යනවා
117,මූත් විපක්ෂයෙන් ඡන්ද ඉල්ලන්න බලාගෙන ඇති දැම්ම ඉඳලා පාර හදනවා ඔය
118,උන් ආණ්ඩුවේ පුක හෝදන උන් උබ වගේම ගෝත පකයා
119,නලින්ද සර්ගෙ ඉවසීම සුපිරි සර් මාලිමාවට ජයවේවා
120,චන්දෙට කලින් මූ උබලගේ නලින්ද සහෝදරයා නේද දැන් ඇමති උනාම නලින්ද සර්
121,අනෙ යකො ඔබට මොකද මන් සර් කිවුවත් සහොදරයා කිවුවත් මට මෙය අය කවදාවත් සර්මන් ඉන්නෙ පිටරටතොපි ලංකාවෙ ඉදලත් මනුස්සයන්ට කතා කරන්න දන්නෙ නැති තිරිසන්නු තොපි ඊරිසියාව
122,රොෂාන් ඇත්තටම ඔබ ගැන මාර සතුටක් දැනෙනවා ඔබ ඇත්තටම අහන්නේ ජනතාවගේ ප්රශ්නමයි ඔබ ආණ්ඩුවක් අපහසුතාවයකට පත්කර විවේචනාත්මක ප්රශ්න අසනවා වෙනුවට ආණ්ඩුවක් හරි මගට ගන්න ජනතාවගේ අවංක සිතුම් පැතුම් ඉටුකරගන්න ප්රශ්න අහන එක ගැන ජනතාව හැටියට අපිට ආඩම්බරයක් ඔබට තෙරුවන් සරණයි
123,බුදු සරණයි නලින්ද සර්
124,ජය
125,මු සරසේ ඉන්න කුහකයෙක්
126,රන්වල ගොන් ප්රශ්න අහන්න එපායකො වසර උබ වගේ හරක්රටබ්පාලනය කලේ මාලිමාව කෙතුමනෛයක් නොවේ බාර ගත්තේ රටපාලනය කලේ රනිල් රාජපක්ෂලා යුන්පිය එක දැන ගැන කොර්ට් දාගෙන ගොන් ප්රශ්න
127,රොෂාන්ගෙ ප්රශ්න කිරීමේ කිසිම පදනමක් නෑ එයා මාද්යවේදියුකට වඩා වෛරයකින්ව්ගේකතා කරන්නේ සිරසේ නැද්ද මීට වැඩිය හොද මාද්යවේදීන්
128,සිරසේ ඉන්න පට්ටම තක්කඩියෙක් චන්දවත් දමන්න නොගිය කුහකයෙක් දේශපාලනය ගැන පොර ටොක් දිදි ප්රශ්න අහනවා ලොකු පොරක් වගේ කුහකයා
129,හෙන වෙහෙසයි නේද රොශාන් කතා කරනව අහන් ඉද්දි නලින්දට සම්මානයක් දෙන්න ඕනේ තරහ නොගෙන සාකච්ඡාව කරාට
130,රොෂාන් රනිල්ගේ හෙවනැල්ල වගේ රනිල් ගැන හරි දුකක් තියෙන්නේ
131,මුන්ගෙ ප්රශ්නෙ ඇවිල්ල මුන් එක එකා උන්ට ඕන ඕන දේවල් ඕන විදිහට කියල දානවා උන්ගෙ බොරුකීමට ඇති මානව අය්තිය යටතේ ඉතින් එකෙක් කියපු ප්රකාශයක් තව එකෙක් දන්නෙ නෑ මුන්ගෙ පාලිමෙම්තුවේ පහුගිය කාලෙක ඖශද හිගයක් ගැන ස්ජබ මන්ට්රීවරියක් කියනවා ඒ තැනැත්තිය්ව වට කරගෙන ගහනවා දන්නෙ නැති සබ්ජෙක්ට් කතාකරන්න එපා අපි ඩොක්ටස්ල ඒ කාලෙ කියපු බොරු දැන් කියන්න බෑ අපි හැම එකම දන්න අය අපි ටත් එක්ක ඖශද ඇනවුම් දාලත් ඉවරයි මේ කියනකොට මුන්ගෙ අයවැය සම්මත වෙලත් නෑ හැබැයි ඕඩස් උත් දාලලු දැන් මූ කියනවා ඖශද හිගයක් තියනවලු මුන් කටින්ද මේ කියවන්නෙ හරියට ඔක්කමල්ල කතාවෙලා කියපල්ල හිගද නැද්ද වෙනකන්ම ඕඩස් දාලද නැද්ද කියල පට්ටගූ කෑලි ඉන්නෙ මේකෙ
132,මාලි මාවට ජයේවා
133,වැල් බයිලා දණතිස්ස
134,ඒ ප්රශ්න අහන පරයා හෙන අප්රසන්නයිනේ යකෝ මහ මොලකරු එලියට දානවා කියලා කොහේවත් කියලා නෑ වැදගත් තොරතුරක් ට කලින් ඉදිරිපත් කරන්න බලාපොරොත්තු වෙනවා කියලා කිව්වේ මේ පරයා මොකක්ද මේ ජනගත කරන්න හදන්නේ මුසලම ජනමාධ්යවේදීයෙක්
135,රොෂාන්
136,රටට අවශ්යම දේශපාලනය මාලිමාව
137,රොශාන් දන්නෙ නෑ වැඩසටහන කරන්නඕකට හරියන්නෙ අශෝක ඩයස්
138,ඔමයා හරියන්නැද්ද සිරසෙ ගනිකව
139,සිරාවටම
140,මැතිවරණට කලින් කියපුවා විඩීයෝ එලියට එද්දී මෙතනට ඇවිත් බොරු කියනවා කබරගොයා තලගොයා කිරිමෙ ක්රමය
141,ඉදිකිරිමක් නෙමෙයි බන් උබල හොරැ අල්ලුවද තාම මහින්ද ගෙදර බයිලා
142,කොහොමත් ආන්ඩුව දවසින් දවස අප්පුුසාදයට ලක්වෙමින් යන බවක් පැහැදිළිව පේනවා
143,අනෙ පලයන් යකො යන්න
144,ආසයි නේද
145,රොෂාන් ඔයා ගොන් ප්රශ්න අහන්න එපා හිටපු අය ගෙන් ඔහොම ප්රශ්න කලාද ඒ කාලේ
146,අනේ ඔව් රොෂාන් කන්ටේනර් වල මොනාද ගෙනාවේ මෝදී එක්ක අත්සන් කල ගිවිසුම් ගැණ උගන්ඩාවෙ සල්ලි ගේන්නේ කවද්ද හැලිච්ච ලක්ෂ විසි තුන ගැනත් අහන්න
147,අනීවාර්යෙන් ම මෙයා අනිත් මනුස්සයට අදහස් ප්රකාශ කරන්න දෙන්නෙම නැහැ
148,සිකුරිටි කරන උණුයි ඇටන්ඩන්ලයි ඉන්නේ ඉස්පිරිතාලේ අයිති කාරයො වගේ මිනිස්සු හිගන්නු ගානට දාලා වැඩ කරන්නේ මේ ක්රමේ වෙනස් වෙන්නම ඕන නැත්නම් ඉස්සරහට මිනිස්සුන්ගෙන් ගුටි කන්න වෙනවා ලෙසටම
149,සෞඛ්ය සේවාව අලුත් වෙන්න ඕන ඒකේ ඉන්න ඇටන්ඩන්ලා මරන්න හිතෙනවා මටනං දොස්තරට වඩා ලොකුකම උන්ගේ බෑල්ලියෝ
150,ආණ්ඩුව ප්රමාදයි ඇත්ත හැබැයි ජනතාවට පටි තද කර ගන්න කියලා හිටපු ඈයො පටි බුරුල් කරගෙන කාපු කැවිල්ල දැන් නෑ ඒ ඇති මේ මාස කීපයට
151,සෞඛ්ය සේවාව අන්තිමයි ඉස්පිරිතාලෙට ගියාම මිනිස්සු නොමරා මරනවා පුදුම වදයක් දෙන්නේ ඒකේ ඉන්න උන්ගේ ගෙවල් වලින් වියදම් කරලා බෙහෙත් දෙනවා වගේ වැඩ කරන්නේ උන්ට හම්බ වෙන පඩියට වැඩ කරන්නේ නෑ උන්ගෙන් බැනුම් අහන්න ඕන රස්තියාදු වෙන්න ඕන බෙහෙත් බිව්වත් මැරෙනවා නැතත් මැරෙනවා එහෙම සීන් එකක් තියෙන්නේ
152,රොශාන් අදනන් කන් කෙටෙයෙන් අල්ලන් ප්රශ්න ඇහුවාහොද වෙනසක් ඒකප්රශ්න කල යුතුමයිවල්මත් වෙනවා නැත්තන් මුන්
153,වැල් බයිලා කාරයෝරනිල් අවුරුදු දෙකේ කරපු ටික ඇරෙන්න ආර්ථිකයට කරපු ලබ්බක් නෑ මුන්මටනන් තියෙන එකම බය අයමත් අර හොරු බලයට එයි කියන එක විතරයිමුන් ෆේල් මාස ක් කියන්නෙ අවුරුදු න් ලොකු කාලයක්මිනිස්සු ගොඩනැගිලි ඉල්ලුවේ නෑ නලින්ද ක් දීලා අඩුම අණපනත් ටික සම්මත කරගත්තෙවත් නෑනෙකයිවාරු ගහනවා කරපු ලබ්බක් නෑ
154,ඉන්දියාවෙන් සල්ලි දුන්නෙ රනිල් එන්නත් කලින්මරනිල් සහ මහ බැංකුව එහෙම බැලන්ස් කරපු එකෙන් තමයි තාමත් මෙයාල යන්නේතාම මාස යි ආණ්ඩුවට ඉවසන් ඉන්න කියනවා වෙන ප්රශ්න ඇහුවම හැබැයි ආර්ථිකේ හැදුවලූ මාස න්
155,රනිල් අවුරුදු ක් තිස්සේ බංකොලොත් කරා
156,ඒක ඇත්ත හැබැයි මාලීමාවට ඔය තත්ත්වෙට අරන් දුන්නෙත් ඌ තමයිඅනික එහෙමයි කියලා මාලීමාවට තව අවුරුදු ක් කරන්න කියලා දෙන්න කාලයක් නෑනේ ලෝකේ ගොඩක් ඉස්සරහට ගිහින් තියෙන්නේඉක්මනට ටික කරන්න ඕනී
157,හරියට හරි
158,ටිරන් අලස් මුට තම අරක්ශව දිලා ස්කොපියු ජිප් රතයක්නාමල්ගම්මන්පිලව්ම්ල් අන්ඩුව පෙරලන්න සක්චා කරලාරනිල් ලගට ගිහින් එකබද්ද ව්පක්ශයක් හදාල ජනාධිපති සජිත් නාමල් අගමැති ඔන්න දැන් ගහලා තියෙන අලුත් ඩ්ල් එක
159,කතා කරන්න දුන්නොත් හොදයි නේද
160,කියපු බොරු ප්රශ්ණ කරාම රොශාන්ට බයිනවා වහල්ලු මුන්ට ඕන සුරංග වගේ කඩෙ යන මාධ්යවේදින් අනේ ඉතින් ඒ වගෙ ගොබ්බයො නෙහ් මේ රටෙ ජන්ද දායකයො
161,ලංකාවෙ ඉන්න නරුම මානසිකත්වයම නිර්මාණය කරපු මාද්ය කෙරුවාව ක් නිර්මාණය කරන්ට උත්සාහ කරගන්ට උත්සාහ කරන්ට එපා වටවල
162,මයිනවවත් ගෙදරින් එලවගන්ඩ බැරිව හොරැ අල්ලයි මාස ඉවරයි
163,හිටපූ ඇමති වරු තිදෙනෙක් ඇතූලෙද
164,අයියෝ උඹේ මාද්ය කරණය
165,නලින්ද සහෝදරය
166,විපක්ශෙට කඩේ යන ගොට්ටෙක්නලින්ද සහෝදරයට කතාකරන්නෙ නිකම්ම නලින්ද කියලරාජපක්ශ ආන්ඩුවෙ එකෙක් ආවා නම් මූ හතරට පහට නැමිල ඇමති තුමා කියල කියන්නෙ අලි ඔලුව
167,එතකොට සටනේ සුරංග වගේ උන් ජෙප්පෝ එක්ක හුරතල් වේවි අනිත් අයට ගහගන්න වගේ කතා කරන එක කමක් නෑද්ද
168,එකනම් සහතික ඇත්ත
169,රොෂාන්ට මතක නෑ රනිල් ගොඩ දැම්ම හරි මොන බක්ක හරි කරේ ඌම විනාශ කරපු රට ඒකට වන්දි ගෙවුවෙ අපිරනිල් කරපු බිජ්ජක් නෑ අපි තමයි කැපකිරීම් කරේ
170,රොෂාන් ඔකගෙන් අහන්න විපක්ෂය කියපු බොරු මොනවද ආගමට කරනවා කියපුවා කරන්න තව කල් තිබෙනවා ආපු ගමන් මිනිස්සුන්ගේ හොදහිත ගන්න දළදා වැන්දෙවුවත් එය ඔනම වෙලාවක තහනම් කල හැකියි ඒ වගේම දෙන්නෙක් මීටපෙර ප්රකාශක කරපු දෙවල් තිබෙනවා ශ්රිමහා බෝධිය ගැන කියපු දේවල් තිබෙනවා
171,සෞඛ්ය ඇමතිතුමා හොදයි ගොඩාක් දෙවල් උනා ගොඩා දෙවල් කෙරිගෙන යනවා
172,මහින්දය ගෙදරින් එළියට දාන්න පලවෙනි එක ඒක
173,මහ මොලකරු එලිකරනවා කිවෙ නැ සැලකිය යුතු දෙයක් කියනවා
174,අයියෝ උඹේ මාද්ය කරණය හොඳටම තේරෙනවා ගු කාපන් ඔයිට වඩා
175,හෙනම ජරා සතෙක් වගේ හැසිරෙන්නේ
176,ආණ්ඩුවට කඩෙ ගියෝත් හොදයි ආණ්ඩුව ප්රශ්ණ කරෝත් හොදනැ අනෙ බං
177,රොෂාන් වටවල නියමයි අන්න එහෙම තමයි ප්රශ්න අහන්න ඕනේ එකටම බෙල්ලට හිර වෙන්න අහන්න ඕනේ නැත්තන් හරියන්නේ නෑ හුරතල් කරලා හරි යට වැඩ කරන්න ඕනේ නැත්තන් පලාත් පාලන ප්රථිඵල ය භයානක වෙන්න පුළුවන් ඒක තේරුම් අරන් න් ක් තියන් නිකන් ඉන්නෙ නැතුව වැඩ කරන්න
178,ඒ මිනිස්සූ වැඩ කරනවා වංචාවෙන් තොරව
179,අනිවාර්යෙන්ම
180,රොෂාන් කොහොමත් අනුර ගේ ආණ්ඩුව හෑල්ලුවට ගන්න මිනිහෙක්
181,එහෙනම් අර කෙහෙලිය කියන හිටපු තක්කඩි සෞක්ය ඇමතියව ගේන්න කියපන්හොරාකාල කොමිස් ගහ හැටිත් උඹට දැනගන්න පුළුවන්පන්ගොකයා
182,ඔව්රොෂාන් කියන්නේ ම ආණ්ඩු විරෝධී යි
183,පල ලොල්ලා යන්න
